0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152
178.92084084222964,181.49409531158332,151.61148716980938,150.8558519981023,150.58662892768382,157.90348034788926,156.27538621541186,158.06620198723996,157.89731034608033,157.799028398088,157.83130982143123,155.85906640275616,157.54421983703142,157.7975142830783,156.16062509672832,155.1974418938099,156.50170453846923,155.9443427296838,154.90701203252254,155.97830590104013,154.91305992080743,154.74082846080944,159.43672810923422,158.11772681972315,158.12862861760593,157.03761235979235,157.73858949472245,157.46081895692342,152.37083366508463,152.2386817115106,151.18540768378935,149.88452445917784,149.99014969267668,138.0347778233926,139.35392200251877,143.04381651501325,140.6177419747176,141.67536580027107,137.153045234686,133.9416391123051,143.82067248571252,132.87453421575356,117.37781622641124,114.13225217526008,120.26887714248117,118.33770233401357,115.11010882997194,117.04285868667796,114.80076766295797,111.63411658733261,109.73673440028601,101.958313822631,107.31223228927345,99.65605826788912,101.4940744574313,101.70397365542985,121.7550323453781,123.8267224218075,117.58945583056557,115.5235343342684,127.04615259186875,129.7496620933612,132.5076389018585,134.2965786775384,136.42289437888016,141.84163103189323,145.97078015502447,147.9188176276091,148.43985023727873,150.52258450095627,153.64925657478207,153.57523513688804,155.70579192839216,157.76908259584104,160.78223697582726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.85721806332793,164.75305458616666,166.80891865955215,168.02859209628318,163.95207699811337,164.74943023414355,159.00840907947435,154.71438029131812,154.22938437294079,150.76844636295218,148.58038214468533,147.62674053226226,144.94906607558792,141.5204059824224,139.0342759232853,133.8516240185487,131.26639163393077,126.05144218415539,124.60861355399827,131.8295445729818,118.83729143604997,120.37240180037976,114.40423560753986,116.09542415738835,105.52200381380247,112.80149351705046,194.20763326337752,256.66721642943617,202.98480128377105,144.60506695806092,142.07690907262221,141.44929624625004,148.5238788604435,137.09875554386988,147.80064600818605,144.95596257863411,147.16087391987904,141.4248390675058,145.39597490765632,144.02612662405178,153.69004019855862,153.6615624580525,153.6747790652132,154.75311581990326,161.64286037815654,157.88360024561257,151.92370346067253,157.27923365283795,158.92589875564659,155.38062729979183,153.86374053797536,149.55843636127565,151.45449216488714,145.99275683221416,145.0964934719159,144.54678415036906,147.38661279832445,154.3776017182988,155.51409580265093,149.5458861131959,147.10829577702316,143.0176850706107,145.04007168640652,128.61697280417997,128.10302768973554,135.97122022273652,94.79352288605313,97.48971546429975,96.60973463365914,92.29887716908405,93.82090661876143,93.67215552799658,93.20433381964824,91.1442707087739,90.89052000916958,88.85750057695569,87.73949808885872,88.65225615836083,90.80598358998462,93.5498358294191,98.86760441617356,105.47714254661338,117.41692802382708,121.25915918893938,143.10847139454987,140.07234264274916,141.89659702324101,142.24109698071157,147.60977065432306,148.95412987030107,152.17898177551183,152.48695167399808,154.79989794281963,157.1771850140974,158.09402728712925,158.406374820151,157.15336976534292,155.80986970000663,153.2356351994766,151.67668610447924,153.39978447210592,151.02540929113337,146.78054195622917,142.80880331350136,138.40705996895588,135.25584138794466,135.30056209797195,127.06941216768918,125.95734915853888,125.95319727403977,122.69212607826863,121.88291858176295,119.60745896870763,117.8506630554531,117.87356268542901,119.11954206271756,120.28473436774715,120.77800228004233,124.16800715870478,128.43325327854927,129.58210679915072,135.3051991646557,138.0251398878892,139.54375765146716,141.34778591124967,144.69037577135182,142.97336847573197,144.6083684499579,147.5388837591408,149.83708345109403,153.0734569286998,158.80971006599043,155.27227331758684,159.60234740234233,162.82227336622367,,,,,,,,,,,,,,,,,,
165.5267246572999,167.0697364383147,167.75295635604277,168.39650261676414,165.09570508232798,165.32862239574425,162.40789320573376,162.2257540067519,160.30245128227745,158.90947913478183,156.0319047482122,156.1852625250553,154.7092656078518,150.24883650073147,138.98314991272449,136.56813661551433,134.68332698565158,133.8721030107978,128.80292555586996,126.61901780331912,123.17625950184541,117.5094886322852,113.8656060074695,110.92002183415893,104.86452692887413,102.60811834153671,101.32014643452719,99.81000986609443,97.22831718374559,96.57592957042206,96.04645986126181,95.13378883668355,94.69721801973711,93.45120332735304,92.77326812779057,90.33422158958805,90.27953735550234,90.76684642987034,92.12449588221827,92.4943221734963,94.2773754934038,97.83305213498834,106.10427047150124,119.46533450907515,125.9560771757982,130.6229869954062,137.31252444765474,137.66229934991614,141.1919611588984,146.17740584950087,151.0115890813509,158.3902688727892,160.3392876499918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.11873038906597,163.79624731526025,161.73643488150336,162.605041078671,163.5068160014019,161.85197599991307,161.80411423836088,161.65824057433122,159.65950192101593,156.007332751622,156.1816541949279,153.4704405031696,146.68853343613455,144.72686010066002,138.80950585040097,134.8908653138642,130.02950030856016,128.1136624447933,125.34995943117141,119.75711291130631,119.27527133765638,114.74906905709165,111.98355004861806,104.88019821108469,99.98538572846459,96.46246717644686,94.8810461371787,90.6252927016074,89.00106623132834,86.93199557643854,86.14613298215124,87.15305873834471,87.56224952973743,88.53783204660387,88.5924367275037,90.58640282115033,96.16668929063988,99.21899968579247,107.32515794425485,112.64298353860225,116.88509536633313,127.61337094373927,136.6981192086185,138.63999111313018,136.50061672164787,141.30766200858264,147.98024861016634,155.40228699732276,161.16513921872888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.71992643284605,163.10835842992998,166.20051460398062,164.78197469861684,162.4137156790423,162.553421146817,161.69045516350738,160.4709501091791,159.94996479058128,157.56229891323176,157.37075528102523,153.0973044232398,146.6533415513232,134.9965173973108,130.3269208123252,130.1191449894647,129.46173092825651,124.71346567394431,121.72003798238744,119.52516030528867,116.62032706571796,111.51956372934434,107.63508941463492,103.31524979459526,100.00185720721323,99.6470697414538,97.84225424155903,96.97850474775127,96.51600923380914,96.9563243066294,96.35287455071149,97.1742293097544,97.90750310583161,101.77233368893899,107.22458055674193,114.97860928301328,117.1861599058708,125.27671621211978,137.26723116828038,142.74517784484132,137.59639021029105,142.1608590452602,149.67906780110437,154.94289346261988,160.84689656574778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0905678389901,162.21967786434791,159.20075153387873,158.31533077055346,158.13626170547658,159.25674517045533,160.16448721085413,154.4481126202435,153.09678204427468,151.27618989608243,154.91800340039708,147.83375983926481,142.87396595376003,134.98053898134648,129.43181557577668,127.45858157003693,124.65373656598749,126.52011714235282,121.85850836432911,120.13184888352887,118.28364849673572,111.18834574902725,107.20174146308341,102.5243745953445,99.62955006394067,98.52872796299954,96.32559061280962,93.70454647575197,91.98688715757154,89.3454656418608,89.98860352486177,91.30182237879477,92.98518241744702,94.08621244656601,96.72649953794078,106.61417027282026,113.48842123917548,123.65349046479034,131.98401446760093,143.22191050571448,137.33224796899634,146.34276377673305,149.9285619541646,154.4647036616743,161.37547520304543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.6623102539251,161.05289365366528,161.8914945875461,160.2649730696382,159.7037832703696,157.32556280853441,156.65530097776286,156.36835067053724,154.03839618224566,153.00530941046182,144.8766163777881,140.0409288983148,135.2679696168365,132.87953535859543,128.65563400234802,125.58117820862302,121.56862833434928,117.04851882490966,113.22101986443555,106.5431365607466,103.65800752148104,101.74149223575358,98.40361815629684,97.32687726205467,93.89136647983324,91.38897158084856,91.98783824194304,92.26305157573593,93.48080670277844,95.58844560964506,96.16376796287705,102.60824647541088,108.06674966443101,112.78704018647038,122.30649419272477,127.30060683169846,137.54312451463542,140.64051710683626,143.5773694258234,145.7009093660498,149.01764459400772,154.9890151150533,157.30590805939914,161.66092017703113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.84219580216904,160.01359822538328,159.27993548200342,159.8678816637516,159.86302824611633,154.77638044780736,156.4851142277826,152.4087542807748,152.31897380631116,142.0909272161451,137.64254529406472,131.18961337657007,130.74178073259773,125.80177763295261,123.83605204531229,116.59329772810119,111.64365421125076,109.42434646278227,107.39606927147591,108.35483178580155,108.73490155087687,111.42162333013003,113.04874368805315,119.52170954850982,125.53767779197437,133.22425204420517,137.87582124186233,143.48878689938672,146.50113938591002,150.1282886841238,155.3772617303753,157.42971605149188,157.83788227099438,163.14251723384425,162.81099363901166,162.6009230981029,164.75007642597825,165.16392645346423,163.78651761851384,162.7444098167073,160.54139631624926,155.6591822182375,153.43133728915072,152.1201945315393,150.8386820297399,145.16653096303006,138.04005994295488,131.94130242590418,128.50490245634865,127.83094385999173,127.60344170541369,121.26413676899664,117.24041219004718,114.83890614903251,115.8991395274222,113.2153127997462,111.40349943846056,107.40752985184625,105.39567933867689,101.9217037010196,100.44279751723664,98.33254643172961,96.61565010204515,95.3755646829692,93.99019201502644,93.09297453276295,91.81156587549756,91.77571197331179,92.02014243890152,92.54632144050991,93.4764252389358,103.01451578975394,108.45182063265317,113.00111837533323,120.09794532046959,124.47294072757185,132.604897300974,136.10436017206536,142.50901729799185,145.54511998528847,151.6271654547045,154.4479499681086,156.35423072999598,158.61427206807164,156.21075227170513,156.49796313394248,156.5655702998177,156.472690488581,158.21295768577042,159.12571663984752,159.28522593902733,156.6365195114689,155.07652819975448,152.1380313549197,147.3518662199956,139.48321636402733,135.03253204117271,130.92621996802595,131.11756296973408,128.33614402391308,123.28512627119366,122.66746492926295,118.68039858190417,115.38429467540459,112.80570853733634,109.10315405414288,102.69910509921674,102.87557289237398,100.95639103592846,99.32154662026655,97.88221519054403,98.38196940024974,98.91263503202792,99.86599487429861,100.96760471867078,105.56957331721493,110.24639292955902,114.87208764976837,122.10514267984979,126.32930600304412,133.95394036362543,132.53355285803443,135.971869611056,145.79135404912574,149.03376983847525,152.27573922034497,155.58256266227573,159.52451609461994,161.69302902882646,,,,,,,,,,,,,,,,,,,,,,,,
160.08278562294234,158.07135806951976,157.76022607769985,158.967480810154,156.6235253884708,154.27401259395566,150.62948603266327,155.25709434779066,149.71240486519426,143.4985588794937,138.40754284478913,135.79184391638097,135.8258926085203,132.86882499056804,128.90732599181345,121.5681870857,119.21215271074814,115.97325009817112,112.22720090562359,108.0101302019169,102.13232794177443,99.20678456450231,99.39916507841895,97.42060287946025,94.3504581356986,93.2985946548093,96.7325756195567,98.96757487349751,98.55035725887276,107.07922262887583,116.93577774504963,130.34303083277715,136.07686152060262,142.39179233309966,137.25029341015815,140.67728164153607,148.89936835918635,152.87921746531808,158.09528086627176,162.79780807171147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.43339068475868,159.66381471246356,159.3831253877086,159.8157238368247,160.56915897461926,158.79862175868024,157.03078289908356,157.0840743666503,154.93547490503119,150.25853521156526,145.1379165089904,140.5071792374921,138.10615855951514,134.7827759840488,130.52873776587558,127.60782754525553,126.42533150074753,120.38057053469278,116.83827732767789,113.21690217429108,111.95096677138953,109.4050402399963,104.73588578167957,100.21224619845877,98.45541936686195,96.99262917414377,92.85653734215562,91.488060310975,92.20949075563148,93.58334621881612,94.2996009780241,95.20224840184005,97.07037870798685,103.19364898438137,109.30471659514312,115.0199851994176,122.0501660122678,129.72197467409447,135.4165080362448,138.63879785564504,141.87334643147986,145.42991644412564,148.576784355158,153.42268541029733,155.82633804118277,159.55168885002547,156.2521986559439,158.6116386773364,158.220450787106,157.10383896753112,154.7040510656607,154.28585756057086,153.553684751618,155.43462843717003,152.59850014452593,145.3900141029585,144.11479947325336,137.40943615787563,133.5085250989129,131.74409946507436,128.1435140549367,123.75322422384946,121.82814309438933,119.83604683601433,115.66373734566046,108.18038446699556,105.97661626857226,104.95325181882036,104.51667474311678,102.42125340893827,100.56139669324284,100.1606263659438,98.81678283014801,99.87665782420235,101.8402321573983,100.79494969566312,103.1915219543151,112.372430437187,119.02934663864546,131.49379195468285,137.85084289882894,138.23059591950442,140.56658141874064,147.75119405390672,151.30438368269637,151.31665184871954,154.77551751453674,159.1189035276231,160.6103702093909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.94044629837813,160.02698270087217,161.0310647205993,161.2490432867618,160.82982598132432,160.48020344924802,159.16570129837726,157.14064562798941,155.38548514738525,151.16987600842666,147.61787262982557,139.8772577631705,137.86274956205642,134.35985033047646,129.0539032345963,127.08607164121149,123.29690009535628,122.7883506621173,117.13714261090696,114.14910880663909,111.97142460148498,106.70975442972666,102.4948701990047,98.29484937388021,96.4872298950537,95.76374587573011,95.70296902669395,96.4780217412165,98.12593372092726,98.45087214045817,101.134867031171,111.11541813489696,116.64969029120786,127.54553541102668,133.61157192883834,136.36431409584958,139.76254776574407,145.53817019737218,146.81144289993728,151.68423879229923,157.4744137364506,159.1866859838374,157.3817568926437,156.65190096016897,156.74643205830446,156.94759349049417,157.81130227556417,156.06763762654327,154.7337199964948,154.30650320084374,150.20874682549737,146.43450069963947,143.39724707617535,136.5013548214932,132.59739053101396,129.98811215730706,129.8726692809723,124.55638419363443,122.02809143100058,121.43823281642771,120.17904939431001,117.03437917182235,111.07349616377994,108.33304985150757,104.76730417024692,103.70035700178391,103.2190849070166,103.58798807384522,104.66456669875805,107.26470378130101,110.67071329419801,120.43261085348975,127.58960288839143,134.1495458231115,139.3238488193013,134.75558323675335,140.3516683554341,144.86200622803105,148.33573716425389,152.15356581342036,156.92773986739792,156.30578361782878,155.1946426730416,160.366845347603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
